date,average beta,average MCAP,WAB,average beta trend,average MCAP trend,WAB trend,average beta velocity,average beta acceleration,average MCAP velocity,average MCAP acceleration,WAB velocity,WAB acceleration,Quarter
1975-04-30,0.6161301509587923,132693.50430946553,0.00019464476615363416,0.6197187373424471,132030.48231008503,0.00019352830706985307,-0.004716153053752337,0.00026402881270384815,5824.549051597118,-747.5747722637097,-1.1309679231718e-08,-4.7361287214093623e-07,1975Q2
1975-05-30,0.6137193126022914,138116.207830401,0.0001929581602166205,0.6135104581817196,138508.2064447098,0.00019348769387419635,-0.0027167497533980844,0.0033058636331827485,3729.9210661997495,-3254.5445712585642,-6.978205393041428e-07,-5.331865540184386e-07,1975Q2
1975-06-30,0.6106819109840751,144714.90719426295,0.0001928601552523344,0.6142852378356509,139490.32444248453,0.0001921326659912448,0.0018955742126131603,0.0025729874718947165,-684.5400909200107,-3958.991073206649,-1.0776827872685952e-06,2.0901139489359823e-08,1975Q2
1975-07-31,0.6184544899205865,135639.85830278965,0.0001905796825047795,0.6173016066069459,137139.12626286977,0.00019133232829965916,0.0024292251903913487,-0.0019783376739321568,-4188.061080213549,-1587.5671026832097,-6.560182603254232e-07,3.4550614954919804e-07,1975Q3
1975-08-29,0.6227684189161762,131062.61329155673,0.00019055714714186363,0.6191436882164336,131114.20228205743,0.00019082062947059394,-0.0020611011352511532,-0.004752858836442692,-3859.67429628643,1915.7551917136043,-3.866704881701991e-07,2.407711487810053e-07,1975Q3
1975-09-30,0.6162081558125381,126640.13525182592,0.00019132505876513873,0.6131794043364436,129419.77767029691,0.00019055898732331876,-0.0070764924824940345,-0.0015180947883939588,-356.55069678634027,2646.856665237312,-1.744759627634126e-07,2.5498489915890725e-08,1975Q3
1975-10-31,0.6005616382806164,130556.58446750812,0.000189794756062954,0.6049907032514455,130401.10088848475,0.00019047167754506712,-0.005097290712039071,0.0062014769642199374,1434.039034188194,2096.2072858443353,-3.356735083384177e-07,2.7021666525180274e-07,1975Q4
1975-11-28,0.5982023156611822,134006.58294612024,0.00019029521780710871,0.6029848229123654,132287.8557386733,0.00018988764030664193,0.00532646144594584,0.00973174163427637,3835.8638749023303,1928.2733022435823,3.659573677401929e-07,5.062604990434906e-07,1975Q4
1975-12-31,0.6101905147952978,132300.39980239156,0.00018957294704986314,0.6156436261433372,138072.82863828941,0.0001912035922805475,0.014366192556513668,0.003729823073673366,5290.5856386753585,1105.3228626309901,6.768474897485635e-07,7.100103645243819e-08,1975Q4
1976-01-30,0.6385380479735318,147911.5031663565,0.0001937426119846707,0.6317172080253928,142869.02701602402,0.00019124133528613906,0.012786107593292573,-0.004557753097104905,6046.5096001643105,-478.16992042795755,5.079594406450693e-07,-3.9390008383039313e-07,1976Q1
1976-02-27,0.6464230613073488,148395.178079324,0.00019040844682388332,0.6412158413299224,150165.84783861804,0.00019221951116183764,0.005250686362303858,-0.00670076281560425,4334.245797819443,-2586.057763018325,-1.1095267791222277e-07,-5.828402452897233e-07,1976Q1
1976-03-31,0.6386864147088867,154190.86227017365,0.00019250747467695895,0.6422185807500005,151537.5186116629,0.0001910194299303146,-0.0006154180379159269,-0.0037137672992086923,874.3940741276601,-2136.524607919244,-6.577210499343774e-07,-2.5632742095188835e-07,1976Q1
1976-04-30,0.6415462662337662,152026.51548549108,0.0001901423682901016,0.6399850052540905,151914.63598687336,0.00019090406906196889,-0.0021768482361135266,-0.00125057312287144,61.19658198095567,-206.85161268600496,-6.236075198159995e-07,-5.974422095888062e-08,1976Q2
1976-05-28,0.6397223348196189,149526.5302049554,0.0001900623642188462,0.6378648842777734,151659.91177562482,0.0001897722148906826,-0.003116564283658807,-0.0009091164890643599,460.6908487556502,1144.766992712015,-7.772094918521386e-07,9.105264894318206e-07,1976Q2
1976-06-30,0.6323260517799353,153426.689636428,0.00018911191216310007,0.6337518766867729,152836.01768438466,0.0001893496500782646,-0.0039950812142422465,-0.0007564413824025507,2350.730567404986,802.7946870330852,1.1974454590476418e-06,7.899562848838758e-07,1976Q2
1976-07-30,0.6292072434607645,155554.83321177063,0.00018887467385284758,0.6298747218492889,156361.3729104348,0.0001921671058087779,-0.004629447048463908,-0.0014389701858845694,2066.2802228218206,-1308.7877901941174,8.02703077915613e-07,-1.2040243843824567e-06,1976Q3
1976-08-31,0.6280908703071671,160102.5958831058,0.00019851473141038606,0.6244929825898451,156968.5781300283,0.00019095505623409583,-0.006873021586011385,-0.002118090148871876,-266.84501298324903,-2004.1945401434787,-1.2106033097172717e-06,-1.998106148029199e-06,1976Q3
1976-09-30,0.6161808340016038,155248.3052952085,0.0001854757634390539,0.6161286786772662,155827.6828844683,0.00018974589918934335,-0.00886562734620766,0.0003006470193167299,-1942.1088574651367,-139.2332324876188,-3.1935092181427854e-06,-8.870147531095211e-07,1976Q3
1976-10-29,0.6041143317230274,152132.14747509058,0.0001852472027185901,0.6067617278974298,153084.36041509802,0.00018456803779781026,-0.0062717275473779255,0.003592697393340394,-545.3114779584866,1853.9870408643692,-2.984632815936314e-06,1.4704072579527078e-06,1976Q4
1976-11-30,0.5999900179676582,151872.628474995,0.00018298114723578677,0.6035852235825103,154737.05992855132,0.00018377663355747072,-0.001680232559526873,0.0031798239212574297,1765.8652242636017,717.0572258723041,-2.5269470223736974e-07,1.503511220600773e-06,1976Q4
1976-12-31,0.6066513210568455,160206.40383556846,0.00018310155071803527,0.603401262778376,156616.09086362523,0.00018406264839333552,8.7920295136934e-05,-0.0002474918269013693,888.8029737861216,-1644.703090681949,2.2389625265232214e-08,2.0949002238723454e-07,1976Q4
1977-01-31,0.6035624493106245,157769.24028031225,0.00018610524722618456,0.6037610641727842,156514.66587612356,0.0001838214128080012,-0.0021752162133296116,-0.0021790666189000496,-1523.5409571002965,-1637.2524430999329,1.6628534253709934e-07,1.246039009692579e-07,1977Q1
1977-02-28,0.6010694221508829,151568.35351248996,0.0001822574404797838,0.5990508303517168,153569.00894942463,0.00018439521907840972,-0.004270212942663165,-0.0006920103057986848,-2385.701912413744,335.79947790272854,2.71597427203748e-07,3.006572829501543e-07,1977Q1
1977-03-31,0.5925206195936431,151369.43305547175,0.00018482296952926082,0.5952206382874579,151743.26205129607,0.00018436460766240868,-0.0035592368249269812,0.0006147385108453141,-851.9420012948394,1940.3424553522418,7.67599908437408e-07,5.406514742271223e-07,1977Q1
1977-04-29,0.5920718731178478,152291.99958592653,0.00018601341297818153,0.5919323567018628,151865.12494683496,0.00018593041889528454,-0.003040735920972537,0.0008963974970382371,1494.9829982907395,1621.2210071608497,1.3529003756579925e-06,5.445155817810721e-08,1977Q2
1977-05-31,0.5912045773940976,151933.94219910662,0.00018695487417841124,0.5891391664455128,154733.22804787755,0.00018707040841372467,-0.001766441830850507,0.0007218671722977743,2390.50001302686,50.971083864351385,8.765030247936224e-07,-4.635597680506702e-07,1977Q2
1977-06-30,0.5841410488245932,159973.74235859956,0.00018824293808458126,0.5883994730401618,156646.12497288868,0.00018768342494487178,-0.0015970015763769885,0.00016901852925330085,1596.9251660194423,-1140.3998338792226,4.257808395566521e-07,-3.7205416297670497e-07,1977Q2
1977-07-29,0.5898527929017947,158030.69036095988,0.0001878524625716229,0.5859451632927588,157927.07837991643,0.00018792197009283797,-0.0014284047723439053,0.0014452379479995836,109.70034526841482,-1700.9496783489594,1.3239469884021246e-07,-1.48066014556776e-07,1977Q3
1977-08-31,0.5838416481518884,155776.80242018987,0.00018767050962230974,0.585542663495474,156865.5256634255,0.0001879482143425522,0.0012934743196221787,0.0037237796926035682,-1804.9741906784766,-604.7202775377373,1.296488104431001e-07,1.62753229533707e-07,1977Q3
1977-09-30,0.5829335494327391,156789.08420912683,0.00018832167083372402,0.5885321119320032,154317.12999855948,0.00018818126771372417,0.006019154612863231,0.0046039146075612936,-1099.7402098070597,1090.7030812759112,4.5790115790762646e-07,3.254374555206613e-07,1977Q3
1977-10-31,0.598821138211382,150385.50336636178,0.00018855162268513885,0.5975809727212005,154666.0452438114,0.00018886401665836746,0.010501303534744766,0.002397757717331861,376.4319718733459,650.4662710022676,7.805237214844228e-07,1.3360514165525092e-07,1977Q4
1977-11-30,0.6109882305194805,156823.5481559456,0.00018971875645623957,0.6095347190014927,155069.99394230617,0.00018974231515669302,0.010814670047526953,-0.0018131962686804004,201.19233219747548,-901.5288329963514,7.251114412181283e-07,-2.8740589434263794e-07,1977Q4
1977-12-30,0.6187947882736157,158000.93030461116,0.00019095656632870067,0.6192103128162544,155068.42990820634,0.00019031423954080372,0.006874910997383965,-0.004538979276008326,-1426.625694119357,-1090.2360116648051,2.0571193279914687e-07,-4.117815117361305e-07,1977Q4
1978-01-31,0.6278479196556671,150380.8112640623,0.00019026739583747102,0.6232845409962606,152216.74255406746,0.00019015373902229131,0.0017367114955103014,-0.006350693018443765,-1979.2796911321348,1688.4068276189864,-9.845158225413265e-08,2.737356469537493e-07,1978Q1
1978-02-28,0.6232109150594994,148268.48609352892,0.00018923725490070233,0.622683735807275,151109.87052594207,0.00019011733637629545,-0.005826475039503565,-0.005981615405128232,1950.187961118616,4014.2504293534876,7.531832267066455e-07,8.91792853874353e-07,1978Q1
1978-03-31,0.6169923727066584,154680.31422023498,0.00019084735839071311,0.6116315909172535,156117.1184763047,0.0001916601054757046,-0.010226519314746163,-0.000747664880756338,6049.22116757484,2017.4250393553666,1.6851341254945734e-06,3.9869918979468336e-07,1978Q1
1978-04-28,0.5946914849856026,165402.55511515014,0.00019489570313569845,0.6022306971777827,163208.31286109175,0.0001934876046272846,-0.007321804801016241,0.004082881549394762,5985.038039829349,-685.1586541137076,1.5505816062960122e-06,-4.562997943668526e-07,1978Q2
1978-05-31,0.5950082338410869,169542.0692478901,0.00019471975235544234,0.596987981315221,168087.1945559634,0.00019476126868829663,-0.0020607562159566384,0.00400345428876181,4678.903859347425,-707.3947648738467,7.725345367608682e-07,-8.50803215833648e-07,1978Q2
1978-06-30,0.6012642251189737,169316.95930485,0.00019466835057374912,0.5981091847458694,172566.1205797866,0.00019503267370080634,0.0006851037765073786,0.002822475277122094,4570.248510081656,78.71014918828587,-1.5102482537128383e-07,-7.29447967115516e-07,1978Q2
1978-07-31,0.5980550952775476,178839.3331866197,0.0001957099181732276,0.5983581888682358,177227.6915761267,0.00019445921903755406,0.0035841943382875496,0.017259469609365308,4836.324157723997,-2375.8811153889183,-6.863613974701638e-07,-7.338275197292759e-07,1978Q3
1978-08-31,0.5957552462081861,183526.78223691045,0.00019299938836568552,0.6052775734224445,182238.7688952346,0.000193659950905866,0.035204042995237994,0.031719571202391494,-181.51372069618083,-5221.703628827847,-1.6186798648298357e-06,-5.594636183632969e-07,1978Q3
1978-09-29,0.6220223787815997,184350.19126217364,0.00019227054617868496,0.6687662748587118,176864.66413473434,0.0001912218593078944,0.06702333674307054,0.015319926428744829,-5607.083099931697,-2764.8973027198444,-1.8052886341967577e-06,5.70232617571096e-07,1978Q3
1978-10-31,0.7885211995863496,162717.01890511892,0.0001883956433793127,0.7393242469085856,171024.6026953712,0.0001900493736374725,0.06584389585272765,-0.017225803086447722,-5711.30832613587,2482.1419057508683,-4.782146296876437e-07,1.3878336514031367e-06,1978Q4
1978-11-30,0.8074291623578077,166006.5979188211,0.0001894819313544199,0.8004540665641671,165442.0474824626,0.0001902654300485191,0.032571730570175095,-0.03256883891176934,-642.7992884299601,4429.926223920767,9.703786686095158e-07,7.427045369058874e-07,1978Q4
1978-12-29,0.8054118377483444,167602.52562344784,0.00019291871541182482,0.8044677080489357,169739.00411851128,0.00019199013097469152,0.0007062180291889653,-0.019091572627502496,3148.544121705665,1883.4006611285367,1.007194444124131e-06,-5.176995668106847e-07,1978Q4
1979-01-31,0.8005621240406555,175607.88881326487,0.00019356974615782988,0.801866502622545,171739.13572587393,0.00019227981893676736,-0.005611414684829896,-0.0053113023871087794,3124.0020338271133,-5.07006048571202,-6.502046501185362e-08,-7.342848773722108e-07,1979Q1
1979-02-28,0.7996255460786353,172006.9927409091,0.0001903509952406474,0.793244878679276,175987.0081861655,0.00019186009004466782,-0.009916386745028594,-0.0024662224117438236,3138.404000734241,-384.4675987120863,-4.6137531062029064e-07,9.998581577667394e-08,1979Q1
1979-03-30,0.779546965918537,180346.14300432254,0.00019165952873552626,0.7820337291324878,178015.9437273424,0.00019135706831552678,-0.010543859508317543,0.0006458564255731603,2355.0668364029407,-147.75598017509037,1.3495116654149426e-07,5.483021518731785e-07,1979Q1
1979-04-30,0.7669286754002911,181694.6954367956,0.00019206068097040672,0.7721571596626409,180697.1418589714,0.0001921299923777508,-0.008624673893882273,0.0013054644318153397,2842.8920403840602,432.6365512142729,6.352289931260664e-07,1.6748586289622126e-07,1979Q2
1979-05-31,0.7699958376690946,180050.58713579606,0.00019266976742731952,0.7647843813447233,183701.72780811053,0.00019262752630177892,-0.007932930644686864,-0.0011400904514823063,3220.3399388314865,1339.857145843147,4.699228923339368e-07,-1.311492728815541e-07,1979Q2
1979-06-29,0.7574286309647843,189359.90085173995,0.00019315213050761053,0.7562912983732671,187137.82173663436,0.00019306983816241868,-0.010904854796846886,-0.003200062608721299,5522.606332070354,1118.6995784223182,3.7293044736295814e-07,-3.522305411386825e-07,1979Q2
1979-07-31,0.7414494264859228,192002.97722236704,0.00019338761655232604,0.7429746717510295,194746.94047225124,0.00019337338719650483,-0.014333055862129462,0.010132562535967893,5457.739095676123,-2729.1935643640973,-2.3453818994342824e-07,-2.4530708784244117e-07,1979Q3
1979-08-31,0.7300459578023815,202877.94334264676,0.00019358041452957798,0.7276251866490082,198053.2999279866,0.00019260076178253182,0.0093602702750889,0.022331394009720174,64.21920334215974,-4285.7547818934545,-1.1768372832192419e-07,5.194352315886566e-07,1979Q3
1979-09-28,0.7113801756587202,199278.97921894604,0.00019083425426569145,0.7616952123012073,194875.37887893556,0.00019313801973986098,0.030329732157310885,0.00903890442135663,-3113.770468110786,-556.3408626257951,8.04332273233885e-07,9.451911557728973e-07,1979Q3
1979-10-31,0.8436595034425203,182469.21407521385,0.00019499939042431357,0.78828465096363,191825.75899176503,0.0001942094263289996,0.02743807911780216,-0.01434472644889015,-1048.4625219094305,4042.9663238028515,1.7726985832238704e-06,2.559030021620688e-07,1979Q4
1979-11-30,0.8098142737896494,193729.08368113523,0.00019679463429699386,0.8165713705368116,192778.4538351167,0.00019668341690630872,0.001640279259530586,-0.027359437154341915,4972.162179494917,3365.899460588902,1.3161382775580226e-06,-1.3096301377689133e-06,1979Q4
1979-12-31,0.7962403343782655,202137.06374900104,0.00019825622599761885,0.7915652094826912,201770.08335075487,0.00019684170288411564,-0.027280795190881668,-0.0077888761534732065,5683.3363992683735,-3705.8712793619634,-8.465616923139562e-07,-1.2323483607173456e-06,1979Q4
1980-01-31,0.7686410202801589,209444.10262212838,0.0001954742483577342,0.7620097801550483,204145.12663365345,0.0001949902935216808,-0.013937473047415827,0.01439851313575069,-2439.58037922901,-6603.921306173179,-1.1485584438766685e-06,2.493340409388684e-07,1980Q1
1980-02-29,0.7211479858067209,200854.21352983094,0.0001912404062096894,0.7636902633878595,196890.92259229685,0.0001945445859963623,0.0015162310806197121,0.009435253948441136,-7524.506213077984,-926.4414768451534,-3.478936104362194e-07,6.726614478833731e-07,1980Q1
1980-03-31,0.8012817840766987,180374.45162493121,0.0001969191034216633,0.7650422423162877,189096.11420749748,0.00019429450630080837,0.0049330348494664444,-0.005097883654130775,-4292.463332919317,5669.089558863598,1.9676445189007775e-07,-1.4170992289626425e-08,1980Q1
1980-04-30,0.772696957065444,186059.6774677303,0.0001947240092710724,0.7735563330867924,188305.9959264582,0.00019493811490014246,-0.008679536227641838,-0.013887181783639402,3813.672904649211,6927.643220474682,-3.7623559501547227e-07,-6.864077599181361e-07,1980Q2
1980-05-30,0.7466902581182348,198483.85868671315,0.00019317123200769174,0.747683169861004,196723.4600167959,0.00019354203511077743,-0.02284132871781236,-0.004452323918188061,9562.823108030047,2517.3763721497016,-1.1760510679461944e-06,-2.257663050645478e-07,1980Q2
1980-06-30,0.7236622943993337,205626.8438959442,0.0001927308640535682,0.7278736756511677,207431.6421425183,0.00019258601276425007,-0.01758418406401796,0.006370009925369846,8848.425648948614,-1197.2100763354392,-8.277682051445679e-07,5.381230993911344e-07,1980Q2
1980-07-31,0.7132684744359347,218184.22384489755,0.00019185594223149026,0.7125148017329681,214420.31131469313,0.0001918864987004883,-0.010101308867072667,0.004382323640270858,7168.402955359168,-1918.3277494741924,-9.98048691639255e-08,3.557316473171596e-07,1980Q3
1980-08-29,0.7006136363636363,219449.86620323762,0.00019107268981640647,0.7076710579170223,221768.44805323664,0.00019238640302592222,-0.008819536783476245,-0.0014485155372037928,5011.7701500002295,-1329.5761447780242,-1.163049105102487e-07,-1.2908193852803661e-08,1980Q3
1980-09-30,0.7091310629514963,227671.2541115748,0.00019423057702986987,0.6948757281660156,224443.8516146936,0.0001916538888794678,-0.012998339941480253,-0.0014555332922392972,4509.25066580312,-217.47229578527913,-1.2562125686953283e-07,-1.8015719899713433e-07,1980Q3
1980-10-31,0.6748824851829144,226210.43452926836,0.00018965839979212708,0.6816743780340618,230786.94938484288,0.00019213516051218315,-0.01173060336795484,0.0061525835635626025,4576.825558429671,-1581.7745877395355,-4.7661930850451735e-07,-5.962155244942195e-07,1980Q4
1980-11-28,0.6610095859677748,238479.15951368547,0.00019251650471455246,0.6714145214301059,233597.50273155293,0.00019070065026245876,-0.0006931728143550475,0.010927746220887463,1345.7014903240488,-3248.027577046778,-1.3180523058579718e-06,-7.112751542773336e-07,1980Q4
1980-12-31,0.6783514931396287,236102.91415170502,0.00018992704628069675,0.6802880324053517,233478.35236549098,0.0001894990559004672,0.010124889073820087,0.002258238143858088,-1919.2295956638845,-1402.2212240537629,-1.8991696170591845e-06,-5.955901169654693e-07,1980Q4
1981-01-30,0.7015030181086519,225852.98343108248,0.00018605361670615244,0.6916642995777461,229759.04354022516,0.0001869023110283404,0.003823303473361128,-0.008999378269905822,-1458.740957783477,1976.4522582829668,-2.5092325397889104e-06,-2.93610859662792e-07,1981Q1
1981-02-27,0.6951383874849579,227321.23303788807,0.00018472627009817204,0.687934639352074,230560.87044992403,0.0001844805908208894,-0.007873867465991558,-0.007376118506526919,2033.674920902049,2453.426547905532,-2.4863913363847685e-06,-2.686537114938905e-08,1981Q1
1981-03-31,0.6671625124626122,238508.39488080158,0.0001826618856583437,0.675916564645763,233826.39338202926,0.00018192952835557086,-0.010928933539692709,0.0009054207509794632,3448.112138027587,-626.3709274707799,-2.5629632820876885e-06,-1.3359183585750313e-07,1981Q1
1981-04-30,0.6654487939897192,235649.55222739815,0.00017840042931019682,0.6660767722726886,237457.0947259792,0.000179354664256714,-0.006063025964032631,0.005382982957678223,780.9330659604893,-2920.56760764138,-2.7535750080997747e-06,2.2874954818127922e-07,1981Q2
1981-05-29,0.6656190103657343,238213.33706973793,0.0001770016778016015,0.6637905127176977,235388.25951395024,0.0001764223783393713,-0.00016296762433626322,0.005254120888259661,-2393.023077255173,-3206.7541037952906,-2.10546418572513e-06,6.531703067407308e-07,1981Q2
1981-06-30,0.6603037337976398,232301.88924471464,0.00017386502790631562,0.665750837024016,232671.04857146885,0.00017514373588526375,0.004445215812486691,0.006607711884542483,-5632.575141630092,-3820.4560875311,-1.4472343946183132e-06,6.565854936096786e-07,1981Q2
1981-07-31,0.6713297669086741,227497.91939995415,0.00017456450194787413,0.6726809443426711,224123.10923069005,0.00017352790955013468,0.013052456144748703,0.005324135833798593,-10033.935252317373,-1850.903021236365,-7.922931985057728e-07,8.682449113064713e-07,1981Q3
1981-08-31,0.6864093323216995,212569.51904740138,0.00017215419879621432,0.6918557493135135,212603.1780668341,0.0001735591494882522,0.015093487480083878,-0.003941903581934941,-9334.381184102822,3265.9828480120996,2.892554279946294e-07,7.227268670186661e-07,1981Q3
1981-09-30,0.7178281487101669,197742.09575314683,0.00017395874772066817,0.7028679193028389,205454.3468624844,0.00017410642040612394,0.0051686489808788205,-0.010552458403217002,-3501.969556293174,5474.915222155396,6.531605355315594e-07,-7.870566623792202e-08,1981Q3
1981-10-30,0.7043662768766503,206051.42578690496,0.00017620631470148936,0.7021930472752711,205599.23895424776,0.00017486547055931532,-0.006011429326350126,-0.008973252372896284,1615.44926020797,1972.0545793810306,1.3184409551878537e-07,-7.36697685705061e-07,1981Q4
1981-11-30,0.684384716238996,213004.19532269152,0.00017443134925578842,0.6908450606501386,208685.24538290035,0.0001743701085971615,-0.012777855764913748,-0.0035847174734142395,442.13960246888746,-3212.410341527022,-8.202348358785625e-07,-7.426589738003731e-07,1981Q4
1981-12-31,0.6837841888347695,207000.11503910457,0.00017247266183420673,0.6766373357454436,206483.51815918554,0.0001732250008875582,-0.013180864273178605,0.000697797037128467,-4809.371422846074,-3851.638482039576,-1.3534738520819609e-06,-1.4424999861613233e-07,1981Q4
1982-01-29,0.6617431021625653,199446.2441157606,0.00017277099157267942,0.6644833321037814,199066.5025372082,0.0001716631608929976,-0.011382261690656814,0.002194385136319088,-7261.137361610265,176.20151686081226,-1.1087348331108272e-06,4.086625704216644e-07,1982Q1
1982-02-26,0.6479227053140096,190753.14845675958,0.00016974582927210664,0.65387281236413,191961.243435965,0.00017100753122133654,-0.008792094000540429,0.003307969888106277,-4456.9683891244495,2820.216212873769,-5.361487112386321e-07,5.94759309633359e-07,1982Q1
1982-03-31,0.651952629615815,185684.33773537487,0.00017050577281922362,0.6468991441027006,190152.5657589593,0.00017059086347052032,-0.00476632191444426,0.0023140847562267974,-1620.7049358627264,1811.39462004487,8.078378615589089e-08,5.168617984480472e-07,1982Q1
1982-04-30,0.6408220973782772,194020.21108474347,0.00017152098832023076,0.6443401685352415,188719.83356423955,0.00017116909879364833,-0.004163924488086834,3.8003427585142635e-05,-834.1791490347096,-303.8101008753656,4.975748856574623e-07,5.975523882661721e-08,1982Q2
1982-05-28,0.6402457786116323,186454.9518726004,0.00017148053524149067,0.6385712951265269,188484.20746088988,0.00017158601324183525,-0.004690315059273975,-0.004222522647138599,-2228.3251376134576,525.6076616235223,2.0029426380912532e-07,1.8762380504759178e-07,1982Q2
1982-06-30,0.6346460093896713,184977.45942532583,0.00017175651616378428,0.6349595384166935,184263.18328901264,0.00017156968732126658,-0.012608969782364032,-0.008474413999621816,217.03617421233503,3758.8024972347557,8.728224957526458e-07,7.205374251463299e-07,1982Q2
1982-07-30,0.6299868272487769,181357.13856911176,0.00017147201055852477,0.6133533555617988,188918.27980931455,0.00017333165823334054,-0.021639143058517607,-0.004711866734929959,5289.279856856054,4856.395196469741,1.641369114101785e-06,4.777301539532383e-07,1982Q3
1982-08-31,0.5754272300469484,200420.2414335061,0.00017676644797771256,0.5916812522996583,194841.74300272475,0.00017485242554947015,-0.02203270325222395,0.00418388307881426,9929.826567151817,3362.9516550911067,1.8282828036591224e-06,-6.789020839672536e-07,1982Q3
1982-09-30,0.5696296996032496,202747.8490055564,0.0001763188181121731,0.5692879490573509,208777.9329436182,0.00017698822384065878,-0.013271376900889087,0.009640780149813122,12015.183167038267,-350.4645458991363,2.835649461672778e-07,-1.6663401434598602e-06,1982Q3
1982-10-29,0.5628069175218547,223165.7083917921,0.00017787940543209071,0.5651384984978801,218872.10933680128,0.0001754195554418047,-0.002751142952597707,0.009468323042018334,9228.897475353544,-2762.2563265344725,-1.504397483260598e-06,-9.079006975009816e-07,1982Q4
1982-11-30,0.5629788783685361,230702.77061305539,0.0001720604427811503,0.5637856631521555,227235.72789432527,0.0001739794288741376,0.005665269183147581,0.007608862620051199,6490.670513969322,-2516.626266862928,-1.5322364488346853e-06,3.545146627111136e-07,1982Q4
